       tAtm       Prec      rSoil      rRoot     hCritA         rB         hB         ht       tTop       tBot       Ampl       cTop       cBot  RootDepth
        991           0         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
        992           3        0.62           0       1e+05           0           0           0           0           0           0           0           0           0
        993           0         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
        994         0.1         0.3           0       1e+05           0           0           0           0           0           0           0           0           0
        995           0         0.3           0       1e+05           0           0           0           0           0           0           0           0           0
        996           0         0.4           0       1e+05           0           0           0           0           0           0           0           0           0
        997         0.1         0.2           0       1e+05           0           0           0           0           0           0           0           0           0
        998           0         0.3           0       1e+05           0           0           0           0           0           0           0           0           0
        999           0         0.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1000           0         0.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1001           0         0.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1002         5.9         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1003         2.1        1.11           0       1e+05           0           0           0           0           0           0           0           0           0
       1004           1         0.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1005           0         0.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1006         0.4         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1007        5.85         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1008        5.35        0.76           0       1e+05           0           0           0           0           0           0           0           0           0
       1009        8.25        1.06           0       1e+05           0           0           0           0           0           0           0           0           0
       1010        2.25           1           0       1e+05           0           0           0           0           0           0           0           0           0
       1011        0.55         0.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1012        0.55         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1013        0.55         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1014        0.55         0.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1015        0.55         1.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1016       16.15         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1017        7.75         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1018        0.75         1.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1019        3.45         0.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1020        2.55         0.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1021        0.55        1.21           0       1e+05           0           0           0           0           0           0           0           0           0
       1022        1.45         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1023        2.15         1.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1024        2.65         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1025        3.65         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1026        1.75         0.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1027        2.25         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1028        6.55         1.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1029       18.75         1.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1030        6.55         0.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1031        2.65         1.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1032       10.05         0.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1033        1.15         0.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1034        2.45         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1035        6.55         1.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1036        0.76         1.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1037        4.66         1.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1038        3.36         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1039        0.76         0.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1040        0.26         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1041       11.06         0.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1042        0.06         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1043        0.16         1.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1044        0.06        1.28           0       1e+05           0           0           0           0           0           0           0           0           0
       1045        4.96         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1046        4.26         1.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1047        2.96         2.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1048        2.46         1.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1049        0.06         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1050        0.06        2.43           0       1e+05           0           0           0           0           0           0           0           0           0
       1051        0.06           2           0       1e+05           0           0           0           0           0           0           0           0           0
       1052        0.06         1.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1053        0.06         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1054        0.06         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1055        0.26         0.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1056        0.06         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1057        0.06           2           0       1e+05           0           0           0           0           0           0           0           0           0
       1058        0.06           2           0       1e+05           0           0           0           0           0           0           0           0           0
       1059        0.06         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1060        0.06         2.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1061        0.06         2.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1062        0.06        2.83           0       1e+05           0           0           0           0           0           0           0           0           0
       1063        0.06         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1064        1.36         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1065        0.96         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1066        0.06         1.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1067        0.76        1.72           0       1e+05           0           0           0           0           0           0           0           0           0
       1068        0.76           2           0       1e+05           0           0           0           0           0           0           0           0           0
       1069        1.56         1.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1070        0.76         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1071        0.76        3.57           0       1e+05           0           0           0           0           0           0           0           0           0
       1072        0.76         3.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1073        0.76        2.94           0       1e+05           0           0           0           0           0           0           0           0           0
       1074        0.76         3.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1075        0.76           3           0       1e+05           0           0           0           0           0           0           0           0           0
       1076        0.76        2.81           0       1e+05           0           0           0           0           0           0           0           0           0
       1077        0.76         3.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1078        0.76         3.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1079        0.76         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1080        0.76         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1081        0.76           3           0       1e+05           0           0           0           0           0           0           0           0           0
       1082        0.76        3.38           0       1e+05           0           0           0           0           0           0           0           0           0
       1083        0.76           3           0       1e+05           0           0           0           0           0           0           0           0           0
       1084        0.76         3.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1085        0.76           4           0       1e+05           0           0           0           0           0           0           0           0           0
       1086        0.76         4.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1087        0.76         4.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1088        0.76         4.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1089        0.76         4.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1090        0.76         4.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1091        0.76        2.62           0       1e+05           0           0           0           0           0           0           0           0           0
       1092        0.76        2.95           0       1e+05           0           0           0           0           0           0           0           0           0
       1093        0.76         4.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1094       10.26         2.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1095        0.76        2.16           0       1e+05           0           0           0           0           0           0           0           0           0
       1096        7.86         2.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1097        0.98         2.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1098        3.48        2.03           0       1e+05           0           0           0           0           0           0           0           0           0
       1099        0.98         2.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1100        3.98        2.14           0       1e+05           0           0           0           0           0           0           0           0           0
       1101        0.88           3           0       1e+05           0           0           0           0           0           0           0           0           0
       1102        0.88        3.84           0       1e+05           0           0           0           0           0           0           0           0           0
       1103        0.88         3.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1104        0.88         4.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1105        0.88         4.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1106        0.98        3.27           0       1e+05           0           0           0           0           0           0           0           0           0
       1107        2.28         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1108        0.88         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1109        0.88         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1110        1.88        2.63           0       1e+05           0           0           0           0           0           0           0           0           0
       1111        0.88         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1112        0.88         3.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1113        0.88        3.77           0       1e+05           0           0           0           0           0           0           0           0           0
       1114        0.88        4.17           0       1e+05           0           0           0           0           0           0           0           0           0
       1115        0.88         3.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1116        1.08         2.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1117        0.88        4.42           0       1e+05           0           0           0           0           0           0           0           0           0
       1118        5.48         2.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1119        0.88         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1120        1.38         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1121        0.88         2.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1122        0.88         3.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1123        0.88        4.13           0       1e+05           0           0           0           0           0           0           0           0           0
       1124        0.88         4.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1125        0.88         4.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1126        0.88        4.11           0       1e+05           0           0           0           0           0           0           0           0           0
       1127        0.88         4.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1128        0.92         5.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1129        0.92         5.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1130        4.62         4.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1131        7.32         1.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1132        4.42         3.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1133        1.42        3.28           0       1e+05           0           0           0           0           0           0           0           0           0
       1134        0.92         3.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1135        0.92         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1136        0.92         3.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1137        0.92         3.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1138        1.52         1.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1139        0.92         4.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1140       24.72        4.03           0       1e+05           0           0           0           0           0           0           0           0           0
       1141        5.12           2           0       1e+05           0           0           0           0           0           0           0           0           0
       1142        0.92         3.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1143        0.92         3.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1144        0.92        4.87           0       1e+05           0           0           0           0           0           0           0           0           0
       1145        1.42        2.48           0       1e+05           0           0           0           0           0           0           0           0           0
       1146        1.12         3.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1147        0.92         4.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1148        0.92           5           0       1e+05           0           0           0           0           0           0           0           0           0
       1149        0.92        4.68           0       1e+05           0           0           0           0           0           0           0           0           0
       1150        0.92         5.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1151        0.92         5.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1152        0.92         4.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1153        0.92        5.93           0       1e+05           0           0           0           0           0           0           0           0           0
       1154        1.02         5.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1155        3.12        3.51           0       1e+05           0           0           0           0           0           0           0           0           0
       1156        0.92        4.57           0       1e+05           0           0           0           0           0           0           0           0           0
       1157        0.92        4.27           0       1e+05           0           0           0           0           0           0           0           0           0
       1158       14.94        3.24           0       1e+05           0           0           0           0           0           0           0           0           0
       1159        1.84        3.51           0       1e+05           0           0           0           0           0           0           0           0           0
       1160        1.14         3.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1161        1.04        3.87           0       1e+05           0           0           0           0           0           0           0           0           0
       1162        1.14        3.81           0       1e+05           0           0           0           0           0           0           0           0           0
       1163        6.04        3.89           0       1e+05           0           0           0           0           0           0           0           0           0
       1164        1.04        3.51           0       1e+05           0           0           0           0           0           0           0           0           0
       1165        2.84         1.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1166        5.44         2.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1167        1.24        2.66           0       1e+05           0           0           0           0           0           0           0           0           0
       1168        5.04         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1169        0.94        3.78           0       1e+05           0           0           0           0           0           0           0           0           0
       1170        0.94         4.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1171        2.74        4.13           0       1e+05           0           0           0           0           0           0           0           0           0
       1172        6.84        2.12           0       1e+05           0           0           0           0           0           0           0           0           0
       1173        0.94         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1174        0.94         3.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1175        0.94         4.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1176        0.94         4.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1177       10.84         3.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1178        0.94        3.87           0       1e+05           0           0           0           0           0           0           0           0           0
       1179        0.94         3.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1180        0.94        4.13           0       1e+05           0           0           0           0           0           0           0           0           0
       1181        0.94        4.21           0       1e+05           0           0           0           0           0           0           0           0           0
       1182        1.34        3.63           0       1e+05           0           0           0           0           0           0           0           0           0
       1183       13.24         3.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1184        2.34        3.12           0       1e+05           0           0           0           0           0           0           0           0           0
       1185        0.94        4.51           0       1e+05           0           0           0           0           0           0           0           0           0
       1186        0.94        3.93           0       1e+05           0           0           0           0           0           0           0           0           0
       1187        0.94        4.18           0       1e+05           0           0           0           0           0           0           0           0           0
       1188        0.94         4.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1189        0.89        4.61           0       1e+05           0           0           0           0           0           0           0           0           0
       1190       29.99         2.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1191        0.89         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1192        0.89         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1193        0.89           5           0       1e+05           0           0           0           0           0           0           0           0           0
       1194        0.89         5.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1195        0.89         5.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1196        0.89        5.31           0       1e+05           0           0           0           0           0           0           0           0           0
       1197        0.99         5.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1198        2.49         4.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1199        0.89        5.61           0       1e+05           0           0           0           0           0           0           0           0           0
       1200        0.89         5.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1201        1.39           4           0       1e+05           0           0           0           0           0           0           0           0           0
       1202        0.89        2.97           0       1e+05           0           0           0           0           0           0           0           0           0
       1203        5.59         3.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1204        0.89         4.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1205       14.99         2.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1206        3.79         2.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1207        0.89         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1208        0.89         3.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1209        0.89        3.63           0       1e+05           0           0           0           0           0           0           0           0           0
       1210        0.89         3.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1211        2.99         3.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1212        1.59         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1213        2.29        2.53           0       1e+05           0           0           0           0           0           0           0           0           0
       1214        5.49         2.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1215        0.89         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1216        2.09         2.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1217        0.89         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1218        0.89         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1219        0.89         1.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1220        0.82         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1221        0.82         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1222       10.32        1.98           0       1e+05           0           0           0           0           0           0           0           0           0
       1223        3.12         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1224        9.22        1.48           0       1e+05           0           0           0           0           0           0           0           0           0
       1225        0.82         1.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1226        0.82           2           0       1e+05           0           0           0           0           0           0           0           0           0
       1227        0.82        1.96           0       1e+05           0           0           0           0           0           0           0           0           0
       1228        2.42        1.97           0       1e+05           0           0           0           0           0           0           0           0           0
       1229        0.82         1.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1230        0.82         2.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1231        0.82         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1232        0.82         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1233        0.82        2.81           0       1e+05           0           0           0           0           0           0           0           0           0
       1234        0.82         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
       1235        0.82        2.36           0       1e+05           0           0           0           0           0           0           0           0           0
       1236        0.82         2.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1237        0.82         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1238        0.82         2.5           0       1e+05           0           0           0           0           0           0           0           0           0
       1239        0.82        2.31           0       1e+05           0           0           0           0           0           0           0           0           0
       1240        0.82        2.05           0       1e+05           0           0           0           0           0           0           0           0           0
       1241        0.82         2.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1242        0.82         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1243        1.82         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
       1244        2.62         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1245       24.82         0.6           0       1e+05           0           0           0           0           0           0           0           0           0
       1246        0.82         0.7           0       1e+05           0           0           0           0           0           0           0           0           0
       1247        0.92         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1248        0.82        1.16           0       1e+05           0           0           0           0           0           0           0           0           0
       1249        0.82           1           0       1e+05           0           0           0           0           0           0           0           0           0
       1250        0.65         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
       1251        0.95         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1252        0.65         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1253        0.65         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
       1254        0.75         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1255        0.85         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
       1256        3.05           1           0       1e+05           0           0           0           0           0           0           0           0           0
       1257        9.15         0.9           0       1e+05           0           0           0           0           0           0           0           0           0
       1258        0.65         0.8           0       1e+05           0           0           0           0           0           0           0           0           0
